idspecies,id_sp_region,region_of_first_record,sourceid
50950,109761,Deventer,""
51013,109764,"Oegstgeest, Kajadoe",""
51747,109766,Zevenhuizen,""
51581,109794,East and South,""
50948,110120,Botanical Garden in WojsÅ‚owice near WrocÅ‚aw,""
52214,110154,"in the ""Bor"" nature reserve near Glogow Malopolski and near the village of Zalesie (Poland)",""
52263,110401,Sao Miguel,""
51874,110411,Santa Maria,""
52272,110412,all islands,""
52273,110413,all islands,""
52274,110414,"Sao Jorge, Terceira, Sao Miguel",""
52275,110415,Santa Maria,""
52284,110427,"Santa Maria, Flores, Pico, Sao Miguel, Terceira",""
52287,110433,"Flores, Faial, Pico, Terceira, Sao Miguel, Santa Maria",""
52296,110442,"Faial, Sao Miguel",""
52312,110467,"Sao Miguel, Santa Maria",""
52324,110485,Santa Maria,""
52328,110491,"Santa Maria, Terceira",""
52329,110492,"Terceira, Santa Maria",""
52330,110493,"Flores, Terceira",""
52335,110503,all islands,""
52350,110520,Sao Jorge,""
52360,110544,Santa Maria,""
52367,110556,"Pico,Terceira, Sao Miguel, Santa Maria",""
52368,110557,"Faial, Terceira, Sao Miguel",""
52381,110574,Santa Maria,""
52382,110578,Santa Maria,""
52383,110579,Santa Maria,""
52384,110580,Santa Maria,""
52403,110607,Pico,""
52411,110615,Santa Maria,""
52434,110774,North,""
51398,111080,Caucasus,""
50740,111154,Belgrade,""
50920,111205,"Bratislava, Trnava",""
50937,111219,DolnÃ½ KubÃ­n,""
50938,111220,Chynorany,""
50942,111223,KoÄ,""
50948,111225,Bratislava Devin,""
50721,111230,Kamenica nad Hronom,""
51704,111294,Nitra,""
51390,111391,Kromberk and Panovec,""
51398,111412,Praha,""
52458,111593,T C,""
52459,111598,P T C F L,""
52102,111599,H P G T C F L,""
52460,111601,Tenerife,""
52461,111605,T,""
52462,111610,P T,""
52302,111621,Gran Canaria,""
52466,111633,P,""
51125,111636,"La Palma, Tenerife, Gran Canaria",""
52332,111637,T C,""
52467,111641,C,""
51124,111643,Tenerife,""
52353,111648,T,""
52354,111649,T,""
52470,111669,P T L,""
52409,111682,H P G T C F,""
51229,111871,"Alicante, Lerida, Teruel",""
50446,101008,Numerous localities,""
50446,101014,Calabria,""
50446,101027,Across European Russia,""
50446,101036,Kent,""
50570,101303,France,""
50572,101305,Spain,""
50573,101306,Unknown,""
50574,101307,Italy,""
50576,101309,Belgium,""
50581,101314,Italy (Sicily),""
50586,101319,France,""
50596,101329,France,""
50600,101333,Unknown,""
50604,101337,Germany,""
50605,101338,Romania,""
50611,101344,Russia,""
50617,101350,Unknown,""
50621,101354,"United Kingdom, Netherland",""
50623,101356,United Kingdom,""
50624,101357,Portugal (possibly from Azores),""
50626,101359,Unknown,""
50627,101360,Portugal (Azores),""
50628,101361,Unknown,""
50629,101362,Netherlands,""
50630,101363,United Kingdom (England),""
50631,101364,United Kingdom (England),""
50633,101366,Germany,""
50635,101368,Russia,""
50643,101376,Italy,""
50645,101378,Italy,""
50647,101380,Italy,""
50649,101382,France,""
50650,101383,Scandinavia,""
51506,111671,G,""
51349,111872,NavalÃ³n,""
51124,111953,"LourizÃ¡n (Pontevedra), Galicia",""
51893,111982,Valencia,""
51539,112217,GenÃ¨ve,""
52506,112277,Haut-Valais,""
51390,112344,Mittelland near Horriwil,""
52509,112346,Ticino,""
52510,112374,Ticino,""
52551,112699,"Kent (then, Norfolk)",""
52558,112715,Hampshire,""
52081,112717,Derbyshire,""
52573,112754,"dry, stony Breckland district of East Anglia.",""
52196,112755,Wight Island,""
50948,112800,South England,""
52594,112810,Kent gardens,""
51013,112811,London,""
52640,112926,Kew,""
52214,112957,Skipworth Common 10 miles south of the city of York Bolton Abbey,""
51961,112970,Kew Gardens (Surrey),""
52654,112972,Whetstone (Herts.),""
52655,112974,Kew Gardens (Surrey),""
52777,113251,Reading,""
51516,113364,Scotland,""
53193,114436,Atlantic coast; off Calais harbour;,""
50527,114437,Zuiderzee;,""
50527,114438,Spuikom (Sluice Dock);,""
50527,114439,North Sea;,""
50527,114440,Atlantic coast; Caen (Normandy);,""
50527,114441,North Sea;,""
50527,114442,Baltic Sea;,""
53194,114444,Atlantic coast; Gironde Estuary (SE Biscay Bay);,""
53194,114445,North Sea;,""
53194,114446,Baltic Sea;,""
100013,114448,Baltic Sea;,""
53196,114450,North Sea;,""
53197,114451,North Sea;,""
53199,114453,Gat van Ouwerkerk near the Oosterschelde estuary;,""
50485,114463,Oosterschelde estuary near Yerseke;,""
53206,114465,North Sea; Helgoland;,""
53207,114466,Atlantic coast; Bourgneuf Bay and Le Croisic (NE Biscay Bay);,""
53208,114468,Atlantic coast; Douarnenez (W Brittany);,""
53210,114473,Atlantic coast; Archachon Bay;,""
53212,114477,Terceira island;,""
53213,114478,Baltic Sea; Kiel Bight;,""
50117,114481,inland;,""
53214,114485,inland; Kiel Canal;,""
50118,114488,Ã˜stfold near Swedish border;,""
50118,114491,North Sea;,""
50118,114492,Atlantic coast;,""
50118,114493,North Sea;,""
50118,114494,inland;,""
50118,114495,Baltic Sea;,""
53217,114499,Atlantic coast; Bourgneuf Bay and Le Croisic (NE Biscay Bay);,""
50486,114500,Canary Islands;,""
50486,114501,Atlantic coast;,""
50486,114502,Oosterschelde estuary;,""
50486,114503,Atlantic coast; British Channel;,""
50119,114504,Canary Islands;,""
50119,114505,Atlantic coast;,""
50119,114506,"Atlantic coast; Brest, Brittany;",""
53218,114507,Canary Islands;,""
53218,114508,Faial island;,""
53220,114510,Faial island;,""
50120,114511,Atlantic coast;,""
50120,114512,Oosterschelde estuary near Yerseke;,""
50120,114513,Zeebrugge and Oostende;,""
50120,114514,SÃ£o Miguel island;,""
50120,114515,Atlantic coast;,""
50121,114516,Atlantic coast;,""
50121,114518,near Yerseke in the Oosterschelde estuary;,""
50121,114520,Atlantic coast;,""
50121,114521,North Sea;,""
50122,114522,inland;,""
50122,114523,inland;,""
50122,114524,inland; Lombardy;,""
50122,114526,inland;,""
50124,114531,Atlantic coast;,""
50124,114532,Lanzarote;,""
50124,114535,Asturias (Bay of Biscay);,""
50124,114536,Atlantic coast; Guethary (SE Biscay Bay);,""
53223,114537,Atlantic coast;,""
53224,114539,Lake Grevelingen;,""
53225,114544,inland;,""
53226,114545,Atlantic coast; W Brittany (Finistere);,""
53227,114548,inland;,""
495,114550,inland; near Bordeaux;,""
495,114552,inland; River Ill (Tributray of River Rhine);,""
53228,114554,Atlantic coast; Bourgneuf Bay and Le Croisic (NE Biscay Bay);,""
50127,114555,Atlantic coast;,""
50127,114556,San Sebastian;,""
50127,114557,Vlissingen;,""
50127,114558,"Port of Oostende, Koksijde, buoys;",""
50127,114559,Atlantic coast; La Rochelle (E Biscay Bay);,""
53229,114560,IJ inlet near Amsterdam;,""
53229,114561,Faial island;,""
53229,114562,Atlantic coast; La Rochelle (E Biscay Bay);,""
50128,114566,Galicia;,""
50128,114567,Port of Copenhagen;,""
50128,114568,North Sea;,""
50128,114570,North Sea; buoys in the Elbe estuary;,""
50128,114571,inland; Kiel Canal and inner Weser River;,""
50128,114572,Baltic Sea; near Greifswald;,""
53230,114573,one empty shell on a buoy;,""
53230,114574,Faial island;,""
53231,114575,on buoys;,""
53232,114577,inland;,""
53237,114583,Atlantic coast; near Le Havre;,""
53238,114584,Atlantic coast; Arcachon Bay (SE Biscay Bay);,""
50132,114585,Oosterschelde estuary;,""
50132,114586,"Galicia, Asturias;",""
50132,114587,Atlantic coast; Brittany;,""
50487,114590,Atlantic coast;,""
50487,114591,Lanzarote;,""
50487,114592,near Ã„lesund;,""
50487,114594,Faial island;,""
50487,114595,Atlantic coast;,""
50487,114596,Kattegat;,""
50487,114597,North Sea;,""
50487,114598,Atlantic coast; Cherbourg (Normandy);,""
50487,114599,North Sea;,""
53241,114604,harbour of Nieuwediep;,""
53242,114605,"Frederikshavn, NW Kattegat;",""
53243,114606,"Horta harbour, Faial island;",""
53243,114607,North Sea; Helgoland;,""
53244,114609,inland; Hamburg;,""
53248,114620,Atlantic coast; S Brittany;,""
50531,114621,Zaan;,""
50531,114622,"Belgian coast, River Schelde;",""
50531,114623,Tejo Estuary;,""
50531,114624,"collected on 22 September 2004 in a refrigeration pipe of the power station at Port of El Musel (GijÃ³n, Northern Spain).;",""
50531,114625,Ã˜resund;,""
50531,114626,Atlantic coast; Rochefort (E Biscay Bay);,""
50531,114627,"North Sea; Elbe estuary, near Cuxhaven;",""
50139,114628,near Stavanger;,""
50139,114629,entrance of the Oosterschelde estuary;,""
50139,114630,buoys in the (larger) vicinity of the harbour of Zeebrugge and Zeebrugge harbour;,""
50139,114631,North Sea;,""
53249,114634,inland;,""
53250,114636,inland;,""
7178,114637,Atlantic coast;,""
50308,114639,inland;,""
53252,114640,Atlantic coast; Roscoff (N Brittany);,""
53253,114641,Canary Islands;,""
53254,114642,"Horta bay, Faial Island;",""
53257,114645,Atlantic coast; Bay of Concarneau (SW Brittany);,""
53258,114646,Baltic Sea;,""
53259,114647,Atlantic coast; W Brittany (Finistere);,""
53260,114648,Atlantic coast; W Brittany (Finistere);,""
53261,114649,Baltic Sea;,""
53262,114650,North Sea;,""
53262,114651,North Sea;,""
53263,114653,Kattegat;,""
53263,114654,Skagerrak and the inner North Sea coasts;,""
53264,114656,North Sea;,""
53264,114657,North Sea;,""
50144,114660,freshwater part of the Rhine River;,""
50144,114661,North Sea;,""
50144,114662,inland; MÃ¼ggelsee near Berlin;,""
50144,114663,Baltic Sea;,""
53265,114664,"Girona, Catalonia;",""
53266,114665,"(BÃ¥tsfjord, Northern Norway, slightly west of Kirkenes);",""
53272,114671,"Horta harbour, Faial island;",""
53273,114672,inland; Kiel Canal;,""
53273,114673,Baltic Sea; Kiel Fjord;,""
50488,114687,Oostende (no records here since 2002);,""
50488,114689,Atlantic coast;,""
50488,114690,Baltic Sea;,""
50488,114691,Atlantic coast; Glenan Islands and Concarneau (SW Brittany);,""
50488,114692,North Sea;,""
50148,114694,Atlantic coast;,""
50148,114695,Canary Islands;,""
50148,114697,near Bergen;,""
50148,114698,Terschelling Island;,""
50148,114699,Asturias (Bay of Biscay);,""
50148,114701,North Sea;,""
50148,114702,Atlantic coast; Vannes (S Brittany) and St-Vaast (Normandy);,""
50148,114703,North Sea;,""
53278,114705,North Sea; near Emden;,""
53278,114706,inland; Kiel Canal near Kiel;,""
53278,114707,Baltic Sea;,""
53279,114708,Zuiderzee;,""
53279,114709,Atlantic coast; Fouras (E Biscay Bay);,""
53280,114711,Tagus Estuary (SW Portugal);,""
53280,114712,Dordogne River (SW France);,""
53280,114714,inland; Weser River;,""
53281,114715,River Meuse;,""
53281,114717,inland;,""
50150,114720,Rotterdam;,""
50150,114722,Bornholm;,""
50150,114723,RingkÃ¸bing Fjord;,""
50150,114724,Atlantic coast; Loire Estuary (NW Biscay Bay);,""
50150,114725,North Sea; buoys in the Elbe estuary;,""
50150,114726,inland;,""
50150,114727,Baltic Sea;,""
50295,114729,inland;,""
53285,114732,inland;,""
50151,114733,"Atlantic coast; Perros-Guirec, Camaret sur-Mer;",""
53286,114734,inland;,""
50533,114735,Aust-Agder;,""
50533,114738,Atlantic coast; Rance Estuary (N Brittany);,""
50533,114739,North Sea; List port on Sylt island;,""
53287,114741,North Sea;,""
53287,114744,Atlantic coast; N Bay of Biscay and Normandy;,""
53287,114745,North Sea;,""
53287,114746,Baltic Sea;,""
22027,114747,North Sea; NW Germany;,""
22027,114748,Zuidersee near Amsterdam;,""
50154,114749,River Meuse;,""
50154,114751,inland;,""
53289,114754,inland; Port of Hamburg;,""
53290,114755,North Sea;,""
53290,114756,Atlantic coast; Arcachon Bay (SE Biscay Bay);,""
50156,114758,Yerseke;,""
50156,114759,Belgian coast;,""
50156,114760,Atlantic coast;,""
50156,114761,Atlantic coast;,""
50156,114762,Limfjord;,""
50156,114763,Atlantic coast; Marennes-Oleron (E Biscay Bay);,""
50156,114764,"Little Belt, BogÃ¶ island;",""
50156,114765,North Sea; Wadden Sea near Norddeich;,""
50156,114766,Baltic Sea; Flensburg Fjord;,""
50547,114767,Atlantic coast; Gironde Estuary and La Tremblade (E Biscay Bay);,""
53291,114768,Atlantic coast; La Tremblade (E Biscay Bay);,""
53292,114769,Atlantic coast; La Tremblade (E Biscay Bay);,""
50157,114771,Sluice Dock of Oostende;,""
50157,114772,LillebÃ¦lt;,""
50157,114773,Atlantic coast; Arcachon Bay (SE Biscay Bay);,""
50157,114774,Baltic Sea;,""
50157,114775,North Sea;,""
8738,114778,inland;,""
8738,114780,inland; inland;,""
8738,114781,inland;,""
8738,114782,inland;,""
50159,114783,"Kvitsoy, near Stavanger.;",""
50159,114784,Bol van Lodijke in the Oosterschelde estuary;,""
50159,114786,"Galicia, Asturias;",""
50159,114787,off Frederikshavn (N Kattegat);,""
50159,114788,Wadden Sea and W Limfjord;,""
50159,114789,Atlantic coast; Brest (W Brittany) and Hermanville (Normandy);,""
50159,114790,"North Sea; Sylt, near List;",""
50296,114792,inland; Kiel Canal;,""
50296,114793,inland;,""
50162,114796,SÃ£o Miguel Lake;,""
50162,114798,inland;,""
53294,114802,Baltic Sea; Kiel Bight;,""
53294,114803,"Kanaal door Zuid-Beveland, connected to Oosterschelde estuary;",""
53294,114806,North Sea;,""
53295,114808,inland;,""
53296,114809,North Sea;,""
53298,114811,Schouwen and near Den Helder;,""
53298,114812,Atlantic coast; Re Island (E Biscay Bay);,""
53298,114813,North Sea; Helgoland;,""
50165,114814,North Sea;,""
53299,114815,Ria de Aveiro (NW Portugal);,""
50166,114816,Oosterschelde estuary;,""
53300,114819,inland; Danube River;,""
53301,114822,inland; Danube River;,""
53301,114823,River Meuse;,""
53302,114824,"Horta harbour, Faial island;",""
50169,114825,"Rivers, Channels and ponds;",""
50169,114826,River Maas;,""
50169,114827,"LadegÃ¥rdsÃ¥en, Copenhagen;",""
50169,114828,French freshwater systems;,""
50169,114829,Baltic Sea; NE coast;,""
50169,114830,inland;,""
50170,114832,inland;,""
53303,114835,inland;,""
53304,114838,inland;,""
53305,114839,inland;,""
1031,114840,inland; River Erft;,""
53306,114841,Nort Sea coast (on Sargassum muticum);,""
50172,114843,Wassenaarse slag and on breakwaters at Loosduinen-Kijkduin;,""
50172,114845,Asturias (Bay of Biscay);,""
50172,114846,"RÃ¸mÃ¸, Wadden Sea;",""
50172,114847,Atlantic coast; N and S Brittany;,""
50172,114848,"North Sea; Elbe estuary, near Cuxhaven;",""
1052,114852,inland;,""
1052,114855,inland; Berlin lakes;,""
1091,114858,inland; MÃ¼nster ponds;,""
53308,114859,North Sea; Helgoland;,""
53310,114861,Faial island;,""
50548,114864,"Bocht van Watum , Wadden Sea;",""
50548,114865,"near Hals, NW Kattegat;",""
50548,114866,"RÃ¸mÃ¸, Wadden Sea;",""
50548,114867,Atlantic coast; N France;,""
50548,114868,North Sea; mouth of Elbe River estuary;,""
50548,114869,Baltic Sea;,""
50176,114870,estuary of the river Glomma on the southeastern part of the Oslofjord;,""
50176,114871,"Rio Minho, Rio Tejo;",""
50176,114872,Termunterzijl;,""
50176,114874,Guadalquivir Estuary;,""
50176,114875,Seeland;,""
50176,114876,"Thy, Skagerrack;",""
50176,114877,Atlantic coast; French freshwater systems; Boulogne (E Channel);,""
50176,114878,North Sea; Elbe Estuary;,""
50176,114879,inland; Aller River near Rethem;,""
50176,114880,Baltic Sea;,""
50178,114882,SÃ£o Miguel Lake;,""
53312,114883,Atlantic coast; W Brittany (Finistere);,""
53314,114886,inland;,""
53315,114887,Noordzeekanaal at IJmuiden;,""
53316,114888,Veerse Meer;,""
53317,114889,Atlantic coast; Charente Estuary (E Biscay Bay);,""
53320,114893,Atlantic coast; Brittany;,""
53320,114894,North Sea; near Sylt;,""
50180,114895,Veerse Meer and the Kanaal door Walcheren;,""
50180,114896,Harbours;,""
50180,114897,southern harbour of Copenhagen;,""
50180,114898,Atlantic coast; near Caen (Normandy);,""
50180,114899,North Sea; Port of Emden;,""
50180,114900,inland; Kiel Canal;,""
53321,114901,Gulf of Cadiz;,""
50182,114906,Ijsselmeer near Enkhuizen;,""
50182,114907,inland; Werra River near Freudenthal;,""
50182,114908,"North Sea; Strohauser Plate, Weser estuary;",""
50182,114909,Baltic Sea;,""
53323,114911,southeastern Zuiderzee;,""
53323,114912,North Sea;,""
53323,114913,inland; Kiel Canal;,""
53326,114915,Galicia;,""
53326,114916,Atlantic coast; Arcachon Bay (SE Biscay Bay);,""
50514,114918,Atlantic coast;,""
50514,114920,Atlantic coast;,""
50514,114921,Rammekenshoek at the former island of Walcheren;,""
50514,114922,"Spuikom (Sluice Dock), Oostend;",""
50514,114923,"Frederikshavn, NW Kattegat;",""
50514,114924,"North Sea; near Rantum, Sylt;",""
53327,114925,"Atlantic coast; near Roscoff, N France;",""
53329,114927,Baltic Sea; Kiel Fjord near the port (marina) of Schilksee;,""
53329,114928,Atlantic coast;,""
53329,114929,Atlantic coast;,""
53329,114930,Atlantic coast;,""
53329,114932,Horsens Fjord;,""
53329,114933,"Wadden Sea, MandÃ¶;",""
53329,114934,North Sea; Sylt;,""
53331,114936,"Atlantic coast;  St Samson en Plougasnou (48.70Â°N, 3, 82Â°W), N Brittany;",""
53331,114937,Galicia;,""
50493,114938,"Atlantic coast; Lorient (47.45Â°N, 3.22Â°W), S Brittany;",""
50493,114939,Atlantic coast;,""
50493,114940,northern Atlantic coast;,""
50493,114941,Oosterschelde estuary near Yerseke;,""
53333,114943,Galicia;,""
53333,114944,Atlantic coast;,""
53334,114946,Canary Islands;,""
53335,114947,inland;,""
53338,114951,Spuikom (Sluice Dock);,""
53339,114952,"North Sea; near BÃ¼sum, Wadden Sea;",""
53339,114953,Atlantic coast; Bay of Biscay;,""
100417,114954,"Arosa Estuary, Eo Estuary (N-NW Spain);",""
53341,114955,Oosterschelde estuary;,""
53342,114956,Atlantic coast;,""
100422,114958,"Laredo, Bay of Biscay;",""
100422,114959,Atlantic coast; La Rochelle (Bay of Biscay);,""
100422,114960,"Sas van Goes, Oosterschelde estuary;",""
53344,114962,"Newport, Knokke;",""
53344,114963,Atlantic coast; Le Havre (Normandy);,""
53345,114964,French freshwater systems;,""
53345,114965,River Meuse;,""
53345,114966,inland; Rhine River;,""
53345,114967,near Amsterdam;,""
50191,114970,"S of Bergen (60.12Â° N, 5.10Â°E);",""
50191,114971,"Atlantic coast; near Roscoff (48.73Â°N, 2.0Â°E), N France;",""
50191,114972,Atlantic coast;,""
50191,114973,Oosterschelde estuary near Yerseke;,""
50193,114975,Oslofjord;,""
50193,114976,Atlantic coast; Normandy near Asnelles;,""
50193,114977,Ã–resund;,""
21164,114979,inland; Northrhine-Westfalia;,""
50515,114980,Atlantic coast; Re Island (E Biscay Bay);,""
50516,114981,near Port of Vlissingen;,""
50516,114982,Azores;,""
50517,114983,Atlantic coast; Bourgneuf Bay and Le Croisic (NE Biscay Bay);,""
53348,114984,River Meuse;,""
53348,114986,inland; Danube River;,""
50298,114989,inland;,""
53352,114994,Zeeschelde;,""
53352,114995,eastern part of the Westerschelde estuary;,""
53353,114997,"inland; Danube River at Vilshofen, Danube km 2320;",""
53355,114999,Atlantic coast;,""
50204,115000,Atlantic coast;,""
50204,115002,Atlantic coast;,""
50204,115003,North Sea;,""
50204,115004,west coast;,""
50204,115005,Atlantic coast; NW Brittany;,""
50204,115006,North Sea;,""
53357,115008,North Sea;,""
53358,115009,Atlantic coast; Brest (W Brittany);,""
53359,115010,Lake Grevelingen near Bruinisse (as epiphyte on Sargassum muticim);,""
53360,115012,brackish Noordzeekanaal near the Hoogovens at IJmuiden (heated power plant effluents);,""
53363,115017,inland;,""
53364,115019,"lake near Oslo (59Â°49'N, 10Â°27'E );",""
53364,115021,inland;,""
53366,115024,"Harbour of Ponta Delgada, SÃ£o Miguel island;",""
53368,115027,inland;,""
53369,115028,off Terschelling;,""
53369,115029,LÃ¦sÃ¸ (N Kattegat);,""
53369,115030,North Sea; Helgoland (other record from Sylt Island);,""
50287,115033,"inland; Tegeler Lake, Berlin;",""
53370,115034,Atlantic coast;,""
53370,115036,Atlantic coast; Roscoff (N Brittany);,""
53372,115038,Atlantic coast; Roscoff (N Brittany);,""
53373,115039,Atlantic coast; St. Vaast La Hougue (Normandy);,""
53374,115040,Atlantic coast; Loire Estuary (NE Biscay Bay);,""
