SP_idspecies,SP_genus,SP_species,SP_authority,SP_subtaxon,SP_subtaxon_rank,SP_subtaxon_authority,TG_taxon_group,SP_phylum,SP_class,SP_ordo,SP_family,EG_ecofunct_group,SP_sourceid
"100925","Synagrops","japonicus","""(Doderlein, 1884)""","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Acropomatidae","Predaceous fish","10852"
"100926","Synaptula","reciprocans","""Forskål, 1775""","","","","Echinodermata","Echinodermata","Holothuroidea","Apodida","Synaptidae","Zoobenthos","10853"
"100927","Syngnathus","abaster","""Risso, 1827""","","","","Osteichthyes","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Predaceous fish","10852"
"100930","Syphonota","geographica","""Adams & Reeve, 1850""","","","","Mollusca","Mollusca","Gastropoda","Anaspidea","Aplysiidae","Zoobenthos","10853"
"100931","Syrnola","cinctella","""Adams A., 1860""","","","","Mollusca","Mollusca","Gastropoda","Heterostropha","Pyramidellidae","Zoobenthos","10853"
"100932","Syrnola","fasciata","""(Jickeli, 1882)""","","","","Mollusca","Mollusca","Gastropoda","Heterostropha","Pyramidellidae","Zoobenthos","10853"
"100935","Tellina","valtonis","""Hanley, 1844""","","","","Mollusca","Mollusca","Bivalvia","Veneroida","Tellinidae","Zoobenthos","10851"
"100937","Tenellia","adspersa","""(Nordmann, 1845)""","","","","Mollusca","Mollusca","Gastropoda","Nudibranchia","Tergipedidae","Zoobenthos","10851"
"100938","Terapon","puta","""(Cuvier, 1829)""","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Teraponidae","Predaceous fish","10852"
"100939","Terebella","ehrenbergi","""Grube, 1870""","","","","Annelida","Annelida","Polychaeta","Canalipalpata","Terebellidae","Zoobenthos","10851"
"100942","Tetrosomus","gibbosus","""Linnaeus, 1758""","","","","Osteichthyes","Chordata","Actinopterygii","Tetraodontiformes","Ostraciidae","Predaceous fish","10852"
"100943","Thais","lacera","""(Born, 1778)""","","","","Mollusca","Mollusca","Gastropoda","Sorbeoconcha","Muricidae","Zoobenthos","10851"
"100944","Thais","sacellum","""(Gmelin, 1791)""","","","","Mollusca","Mollusca","Gastropoda","Sorbeoconcha","Muricidae","Zoobenthos","10851"
"100945","Thalamita","gloriensis","""Crosnier, 1962""","","","","Crustacea","Arthropoda","Malacostraca","Decapoda","Portunidae","Zoobenthos","10851"
"100946","Thalamita","poissonii","""(Audouin, 1826)""","","","","Crustacea","Arthropoda","Malacostraca","Decapoda","Portunidae","Zoobenthos","10851"
"100948","Thalassiosira","incerta","Makarova","","","","Other algae","Heterokontophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Phytoplankton","10851"
"100951","Tharyx","dorsobranchialis","""Kirkegaard, 1959""","","","","Annelida","Annelida","Polychaeta","Canalipalpata","Cirratulidae","Zoobenthos","10851"
"100955","Theora","lubrica","""Gould, 1861""","","","","Mollusca","Mollusca","Bivalvia","Veneroida","Semelidae","Zoobenthos","10851"
"100956","Timoclea","marica","""(Issel, 1869)""","","","","Mollusca","Mollusca","Bivalvia","Veneroida","Veneridae","Zoobenthos","10851"
"100959","Torpedo","sinuspersici","""Olfers, 1831""","","","","Chondrichthyes","Chordata","Elasmobranchii","Torpediniformes","Torpedinidae","Predaceous fish","10852"
"100960","Torquigener","flavimaculosus","""Hardy and Randall, 1983""","","","","Osteichthyes","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Predaceous fish","10852"
"100962","Trachemys","sp.","","","","","Reptilia","Chordata","Reptilia","Testudines","Emydidae","Predaceous fish","10852"
"100963","Trachysalambria","palaestinensis","""(Steinitz, 1932)""","","","","Crustacea","Arthropoda","Malacostraca","Decapoda","Penaeidae","Zoobenthos","10853"
"100964","Trapezium","oblongum","""(Linnaeus, 1758)""","","","","Mollusca","Mollusca","Bivalvia","Veneroida","Trapeziidae","Zoobenthos","10853"
"100966","Trochus","erithraeus","Brocchi, 1821","","","","Mollusca","Mollusca","Gastropoda","Vetigastropoda","Trochidae","Zoobenthos","10853"
"100967","Tubifex","newaensis","""(Michaelsen, 1903)""","","","","Annelida","Annelida","Oligochaeta","Tubificida","Tubificidae","Zoobenthos","10851"
"100968","Tubificoides","pseudogaster","""(Dahl, 1960)""","","","","Annelida","Annelida","Oligochaeta","Tubificida","Tubificidae","Zoobenthos","10851"
"100969","Tubularia","crocea","""(L. Agassiz, 1862)""","","","","Cnidaria","Cnidaria","Hydrozoa","Hydroida","Tubulariidae","Zoobenthos","10851"
"100971","Turbonilla","edgarii","""(Melvill, 1896)""","","","","Mollusca","Mollusca","Gastropoda","Heterostropha","Pyramidellidae","Zoobenthos","10853"
"100972","Tylerius","spinosissimus","""Regan, 1908""","","","","Osteichthyes","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Predaceous fish","10852"
"100973","Tylosurus","choram","""(Rüppell, 1837)""","","","","Osteichthyes","Chordata","Actinopterygii","Beloniformes","Belonidae","Predaceous fish","10852"
"100976","Unciolella","lunata","""Chevreux, 1911""","","","","Crustacea","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Zoobenthos","10851"
"100978","Upeneus","moluccensis","""(Bleeker, 1855)""","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Mullidae","Predaceous fish","10852"
"100979","Upeneus","pori","""Ben-Tuvia & Golani, 1989""","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Mullidae","Predaceous fish","10852"
"100983","Vexillum","depexum","""Deshayes in Laborde, 1834""","","","","Mollusca","Mollusca","Gastropoda","Neogastropoda","Costellariidae","Zoobenthos","10853"
"100986","Voorwindia","tiberiana","""(Issel, 1869)""","","","","Mollusca","Mollusca","Gastropoda","Neotaenioglossa","Rissoidae","Zoobenthos","10853"
"100988","Womersleyella","setacea","""(Hollenberg) R.E. Norris, 1992""","","","","Rhodophyta","Rhodophyta","Rhodophyceae","Ceramiales","Rhodomelaceae","Macroalgae","10851"
"100990","Xiphophorus","hellerii","""Heckel, 1848""","","","","Osteichthyes","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Predaceous fish","10852"
"100991","Xiphophorus","maculatus","""(Günther, 1866)""","","","","Osteichthyes","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Predaceous fish","10852"
"100992","Xironogiton","instabilis","""(Moore, 1894)""","","","","Annelida","Annelida","Brachiobdellae","Branchiobdellida","Branchiobdellidae","Zoobenthos","10851"
"100993","Zafra","savignyi","""(Moazzo, 1939)""","","","","Mollusca","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Zoobenthos","10853"
"100994","Zafra","selasphora","""(Melvill & Standen, 1901)""","","","","Mollusca","Mollusca","Gastropoda","Neogastropoda","Columbellidae","Zoobenthos","10853"
"100995","Zeuxo","coralensis","""Sieg, 1980""","","","","Crustacea","Arthropoda","Malacostraca","Tanaidacea","Tanaidae","Zoobenthos","10851"
"101015","Percarina","demidoffii","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Percidae",\N,"10000"
"101018","Latonopsis","australis","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Sididae",\N,"16091"
"101020","Pachychilon","pictum","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10855"
"101021","Helisoma","tenue","","","","","Mollusca","Mollusca","Gastropoda","Pulmonata","Planorbidae",\N,"10855"
"101024","Lithognathus","mormyrus","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Sparidae",\N,"10855"
"101031","Camptocercus","uncinatus","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Chydoridae",\N,"10855"
"101041","Phaeocystis","pouchetii","","","","","Other algae","Haptophyta","Prymnesiophyceae","Prymnesiales","Phaeocystaceae",\N,"10000"
"101043","Dipterosiphonia","dendritica","","","","","Rhodophyta","Rhodophyta","Rhodophyceae","Ceramiales","Rhodomelaceae","Macroalgae","10855"
"101057","Ictalurus","melas","","","","","Osteichthyes","Chordata","Actinopterygii","Siluriformes","Ictaluridae",\N,"10000"
"101059","Piscicola","geometra","","","","","Annelida","Annelida","Hirudinea","Rhynchobdellida","Piscicolidae","Parasite","10855"
"101060","Spirulina","sp.","","","","","Cyanobacteria","Cyanobacteria","Chroobacteria","Oscillatoriales","Pseudanabaenoideae",\N,"10855"
"101063","Musculum","transversum","","","","","Mollusca","Mollusca","Bivalvia","Veneroida","Pisidiidae",\N,"10855"
"101066","Morone","saxatilis","","Morone chrysopos","x","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Moronidae",\N,"10000"
"101076","Pteria","hirundo","","","","","Mollusca","Mollusca","Bivalvia","Pteriomorpha","Pteriidae",\N,"10855"
"101080","Odontesthes","bonariensis","","","","","Osteichthyes","Chordata","Actinopterygii","Atheriniformes","Atherinidae",\N,"10855"
"101081","Cephalopholis","taeniops","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Serranidae",\N,"10855"
"101083","Nuphar","japonica","","","","","Magnoliophyta","Magnoliophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae",\N,"10855"
"101084","Mantoniella","squamata","","","","","Chlorophyta","Chlorophyta","Prasinophyceae","Mamiellales","Mamiellaceae",\N,"10855"
"101087","Gracilaria","disticha","","","","","Rhodophyta","Rhodophyta","Rhodophyceae","Gracilariales","Gracilariaceae",\N,"10000"
"101088","Ocnerodrilus","occidentalis","","","","","Annelida","Annelida","Oligochaeta","Opisthopora","Ocnerodrilidae",\N,"10855"
"101089","Oreochromis","aureus x O. niloticus","","","hyb.","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Cichlidae",\N,"10000"
"101093","Synanodonta","woodiana","","","","","Mollusca","Mollusca","Gastropoda","Stylommatophora","Partulidae",\N,"16091"
"101098","Dichogaster","modiglianii","","","","","Annelida","Annelida","Oligochaeta","Opisthopora","Octochaetidae",\N,"10855"
"101103","Stenocypris","major","","","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"10855"
"101112","Strandesia","spinulosa","","","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"10855"
"101116","Verruca","spengleri","","","","","Crustacea","Arthropoda","Maxillopoda","Sessilia","Verrucidae",\N,"10855"
"101118","Urocleidus","dispar","","","","","Platyhelminthes","Platyhelminthes","Trematoda","Monopisthocotylea","Dactylogyridae",\N,"10856"
"101121","Wlassicsia","pannonica","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Macrothricidae",\N,"10856"
"101122","Xironogiton","victoriensis","","","","","Annelida","Annelida","Brachiobdellae","Branchiobdellida","Branchiobdellidae",\N,"10000"
"101131","Tilapia","sp.","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Cichlidae",\N,"10855"
"101134","Ulva","scandinavica","","","","","Chlorophyta","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae",\N,"10000"
"101136","Anguilla","rostrata","","","","","Osteichthyes","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Predaceous fish","10000"
"101139","Thymallus","thymallus","","","","","Osteichthyes","Chordata","Actinopterygii","Salmoniformes","Salmonidae",\N,"10855"
"101140","Stomega","lorioli","","","","","Mollusca","Mollusca","Gastropoda","Heterostropha","Pyramidellidae",\N,"10000"
"101143","Potamobius","leptodactylus","","","","","Crustacea","Arthropoda","Malacostraca","Decapoda","Potamidae",\N,"10855"
"101144","Potamon","ibericum","","","","","Crustacea","Arthropoda","Malacostraca","Decapoda","Potamidae",\N,"10855"
"101146","Pseudosuccinea","columella","","","","","Mollusca","Mollusca","Gastropoda","Pulmonata","Lymnaeidae",\N,"10855"
"101147","Moina","affinis","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Daphniidae",\N,"10000"
"101153","Polydora","websteri","","","","","Annelida","Annelida","Polychaeta","Spionida","Spionidae",\N,"10000"
"101155","Polysiphonia","fucoides","","","","","Rhodophyta","Rhodophyta","Rhodophyceae","Ceramiales","Rhodomelaceae",\N,"10000"
"101156","Rathkea","octopunctata","","","","","Cnidaria","Cnidaria","Hydrozoa","Anthoathecatae","Rathkeidae",\N,"10855"
"101165","Polysiphonia","paniculata","","","","","Rhodophyta","Rhodophyta","Rhodophyceae","Ceramiales","Rhodomelaceae",\N,"10000"
"101166","Sillago","sihama","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Sillaginidae",\N,"10855"
"101167","Simocephalus","hejlongjiangensis","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Zooplankton","10855"
"101170","Gammarus","roeseli","","","","","Crustacea","Arthropoda","Malacostraca","Amphipoda","Gammaridae",\N,"10000"
"101178","Megalobrama","terminalis","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10000"
"101185","Salmo","trutta","","Salmo marmoratus","x","","Osteichthyes","Chordata","Actinopterygii","Salmoniformes","Salmonidae",\N,"10000"
"101196","Artemia","franciscana","","","","","Crustacea","Arthropoda","Branchiopoda","Anostraca","Artemiidae","Nectobenthos","10855"
"101199","Coregonus","maraena","","","","","Osteichthyes","Chordata","Actinopterygii","Salmoniformes","Salmonidae",\N,"10000"
"101200","Ceriodaphnia","rotunda","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Daphniidae",\N,"10855"
"101201","Cerithium","litteratum","","","","","Mollusca","Mollusca","Gastropoda","Neotaenioglossa","Cerithiidae",\N,"10000"
"101202","Cambarincola","mesochoreus","","","","","Annelida","Annelida","Brachiobdellae","Branchiobdellida","Cambarincolidae",\N,"10855"
"101209","Caulerpa","racemosa","","lamourouxii f. requienii","var.","","Chlorophyta","Chlorophyta","Bryopsidophyceae","Bryopsidales","Caulerpaceae",\N,"10000"
"101210","Caulerpa","racemosa","","turbinata-uvifera","var.","","Chlorophyta","Chlorophyta","Bryopsidophyceae","Bryopsidales","Caulerpaceae",\N,"10000"
"101215","Pilayella","littoralis","","","","","Other algae","Heterokontophyta","Phaeophyceae","Ectocarpales","Pilayellaceae",\N,"10855"
"101219","Clytia","hummelincki","","","","","Cnidaria","Cnidaria","Hydrozoa","Proboscoida","Campanulariidae",\N,"16090"
"101220","Clytia","linearis","","","","","Cnidaria","Cnidaria","Hydrozoa","Proboscoida","Campanulariidae",\N,"16090"
"101223","Coregonus","oxyrhinchus","","","","","Osteichthyes","Chordata","Actinopterygii","Salmoniformes","Salmonidae",\N,"10000"
"101224","Hemicypris","dentatomarginata","","","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"10855"
"101225","Beroe","cucumis","","","","","Osteichthyes","Chordata","Actinopterygii","Scorpaeniformes","Cottidae",\N,"10855"
"101228","Chrissia","sp.","","","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"10855"
"101229","Chthamalus","stellatus","","","","","Crustacea","Arthropoda","Maxillopoda","Sessilia","Chthamalidae",\N,"10855"
"101230","Chlamydotheca","incisa","","","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"16091"
"101231","Chondrostoma","nasus","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10855"
"101232","Chondrus","giganteus","","flabellatus","f.","","Rhodophyta","Rhodophyta","Rhodophyceae","Gigartinales","Gigartinaceae",\N,"10000"
"101234","Clarias","sp.","","","","","Osteichthyes","Chordata","Actinopterygii","Siluriformes","Clariidae",\N,"10855"
"101238","Cladosiphon","zosterae","","","","","Other algae","Heterokontophyta","Phaeophyceae","Chordariales","Chordariaceae",\N,"10855"
"101245","Alona","rustica","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Chydoridae",\N,"10855"
"101254","Urocleidus","similis","","","","","Platyhelminthes","Platyhelminthes","Trematoda","Monopisthocotylea","Dactylogyridae",\N,"10856"
"101265","Boeckella","triarticulata","","","","","Crustacea","Arthropoda","Maxillopoda","Calanoida","Centropagidae",\N,"10855"
"101269","Blicca","bjoerkna","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10855"
"101274","Eukerria","saltensis","","","","","Annelida","Annelida","Oligochaeta","Opisthopora","Ocnerodrilidae",\N,"10855"
"101277","Poecilia","sphenops","","","","","Osteichthyes","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae",\N,"10000"
"101286","Barbus","barbus","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10000"
"101287","Gymnocephalus","cernuus","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Percidae",\N,"10855"
"101293","Physella","acuta","","","","","Mollusca","Mollusca","Gastropoda","Pulmonata","Physidae","Zoobenthos","10855"
"101294","Halgerda","willeyi","","","","","Mollusca","Mollusca","Gastropoda","Opistobranchia","Dorididae",\N,"10855"
"101295","Planorbella","anceps","","anceps","","","Mollusca","Mollusca","Gastropoda","Pulmonata","Planorbidae",\N,"10000"
"101296","Parabramis","pekinensis","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10855"
"101300","Helisoma","anceps","","","","","Mollusca","Mollusca","Gastropoda","Pulmonata","Planorbidae",\N,"10855"
"101301","Helisoma","duryi","","","","","Mollusca","Mollusca","Gastropoda","Pulmonata","Planorbidae",\N,"10855"
"101312","Barbus","graellsii","","","","","Osteichthyes","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",\N,"10000"
"101326","Alona","protzi","","","","","Crustacea","Arthropoda","Branchiopoda","Diplostraca","Chydoridae",\N,"10855"
"101327","Culaea","inconstans","","","","","Osteichthyes","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae",\N,"10855"
"101328","Stizostedion","lucioperca","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Percidae",\N,"10855"
"101329","Chelon","haematocheilus","","","","","Osteichthyes","Chordata","Actinopterygii","Perciformes","Mugilidae",\N,"10000"
"101334","Isocypris","beauchampi","","cicatricosa","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"10855"
"101343","Tanycypris","pellucida","","","","","Crustacea","Arthropoda","Ostracoda","Podocopida","Cyprididae",\N,"10855"
"101349","Polysiphonia","atlantica","","","","","Rhodophyta","Rhodophyta","Rhodophyceae","Ceramiales","Rhodomelaceae",\N,"10000"
