SP_idspecies,SP_genus,SP_species,SP_authority,SP_subtaxon,SP_subtaxon_rank,SP_subtaxon_authority,TG_taxon_group,SP_phylum,SP_class,SP_ordo,SP_family,EG_ecofunct_group,SP_sourceid
"51098","Blasticotoma","filiceti","Klug 1834","","","","Insecta","Arthropoda","Insecta","Hymenoptera","Blasticotomidae","Phytophagous","17500"
"51099","Cydia","pomonella","""(Linnaeus, 1758)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phytophagous","7272"
"51100","Cydia","splendana","""(Hübner, 1799)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phytophagous","7272"
"51101","Rhyacionia","buoliana","""(Denis & Schiffermüller, 1775)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phytophagous","7272"
"51102","Prays","citri","(Millière, 1873)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","yponomeutidae","Phytophagous","7272"
"51103","Zelleria","oleastrella","""(Millière, 1864)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Phytophagous","7272"
"51104","Gibbium","psylloides","(Czempinski, 1778)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anobiidae","Detritovorous","17500"
"51105","Ericaphis","wakibae","(Hottes, 1934)","Aphidoidea","","","Insecta","Arthropoda","Insecta","hemiptera","aphididae","Phytophagous","7272"
"51106","Lasioderma","sericorne","Fabricius, 1792",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anobiidae","Phytophagous","17500"
"51107","Nicobium","castaneum","(Olivier, 1790)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anobiidae","Phytophagous","17500"
"51108","Ptinus","fur","(Linnaeus 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anobiidae","Detritovorous","17500"
"51109","Coccus","pseudohesperidum","(Cockerell, 1895)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","coccidae","Phytophagous","7272"
"51110","Ptinus","latro","Fabricius, 1775",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anobiidae","Detritovorous","17500"
"51111","Rhyzopertha","dominica","(Fabricius, 1792)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","bostrichidae","Phytophagous","17500"
"51112","Monochamus","sutor","""(Linné, 1758)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Cerambycidae","Phytophagous","17500"
"51113","Lyctus","sinensis","Lesne, 1911",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","lyctidae","Phytophagous","17500"
"51114","Leucothrips","nigripennis","Reuter, 1904",\N,"","","Insecta","Arthropoda","Insecta","thysanoptera","thripidae","Phytophagous","7272"
"51115","Karnyothrips","flavipes","(Jones, 1912)",\N,"","","Insecta","Arthropoda","Insecta","thysanoptera","phlaeothripidae","Predator","17500"
"51116","Bruchus","pisorum","(Linnaeus, 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51117","Heliothrips","haemorrhoidalis","(Bouché, 1833)",\N,"","","Insecta","Arthropoda","Insecta","thysanoptera","thripidae","Phytophagous","7272"
"51118","Bruchus","rufimanus","Bohemann, 1833",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51119","Frankliniella","occidentalis","(Pergande, 1895)",\N,"","","Insecta","Arthropoda","Insecta","thysanoptera","thripidae","Phytophagous","7272"
"51120","Leptinotarsa","decemlineata","(Say, 1824)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51121","Cryptolaemus","montrouzieri","Mulsant, 1853",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","coccinellidae","Parasite","7272"
"51122","Samia","cynthia","(Drury, 1773)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","saturniidae","Phytophagous","7272"
"51123","Prays","oleae","""(Bernard, 1788)""","","","","Insecta","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Phytophagous","7272"
"51124","Gonipterus","scutellatus","Gyllenhal 1833",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","7272"
"51125","Listroderes","difficilis","""Germain, 1895""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Curculionidae","Phytophagous","7272"
"51126","Lyctus","brunneus","(Stephens, 1830)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","lyctidae","Phytophagous","17500"
"51127","Pectinophora","gossypiella","(Saunders, 1844)",\N,"","","Insecta","Arthropoda","Insecta","lepidoptera","gelechiidae","Phytophagous","7272"
"51128","Oryzaephilus","surinamensis","(Linnaeus, 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","silvanidae","Detritovorous","17500"
"51129","Tribolium","castaneum","(Herbst, 1797)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","tenebrionidae","Detritovorous","17500"
"51131","Tenebroides","mauritanicus","(Linnaeus, 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","trogossitidae","Detritovorous","17500"
"51135","Proisotoma","minuta","""(Tullberg, 1871)""","","","","Insecta","Arthropoda","Insecta","Collembola","Isotomidae","Detritovorous","17500"
"51139","Lysiphlebus","testaceipes","(Cresson, 1880)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","braconidae","Parasite","17500"
"51140","Ceratitis","capitata","(Wiedemann, 1824)",\N,"","","Insecta","Arthropoda","Insecta","diptera","tephritidae","Phytophagous","7272"
"51141","Eretmocerus","paulistus","Hempel, 1904",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51142","Encarsia","perniciosi","(Tower, 1913)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","17500"
"51143","Adelges(Dreyfusia)","piceae","""(Ratzeburg, 1844)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Adelgidae","Phytophagous","17500"
"51144","Encarsia","lounsburyi","(Berlese & Paoli, 1916)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51145","Aleurothrixus","floccosus","Maskell, 1895","Aleyrodoidae","","","Insecta","Arthropoda","Insecta","hemiptera","aleyrodidae","Phytophagous","7272"
"51146","Parabemisia","myricae","(Kuwana, 1927)","Aleyrodoidae","","","Insecta","Arthropoda","Insecta","hemiptera","aleyrodidae","Phytophagous","7272"
"51147","Encarsia","berlesei","(Howard, 1906)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51148","Copidosoma","koehleri","Blanchard, 1940",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","7272"
"51149","Coccophagus","scutellaris","(Dalman, 1825)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51150","Lyctocoris","campestris","(Fabricius, 1794)","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","anthocoridae","Parasite","17500"
"51151","Apis","mellifera","""Linnaeus, 1758""","mellifera","","","Insecta","Arthropoda","Insecta","Hymenoptera","Apidae","Phytophagous","7272"
"51152","Aphytis","melinus","DeBach, 1959",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51153","Aphytis","lingnanensis","Compere, 1955",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51154","Aphidius","smithi","Sharma & Subba Rao, 1959",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","braconidae","Parasite","17500"
"51155","Aphis","spiraephaga","""F.P. Müller, 1961""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51156","Aphelinus","mali","(Haldeman, 1851)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51157","Chaetosiphon","fragaefolii","""(T.D.A. Cockerell, 1901)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51158","Anicetus","annulatus","Timberlake, 1919",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","7272"
"51159","Chromaphis","juglandicola","(Kaltenbach, 1843)","Aphidoidea","","","Insecta","Arthropoda","Insecta","hemiptera","aphididae","Phytophagous","7272"
"51160","Unaspis","yanonensis","(Kuwana, 1923)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51161","Unaspis","euonymi","(Comstock, 1881)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51163","Taylorilygus","apicalis","(Fieber, 1861)","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","miridae","Phytophagous","17500"
"51164","Stictocephala","bisonia","Kopp & Yonke, 1977","Auchenorrhyncha","","","Insecta","Arthropoda","Insecta","hemiptera","membracidae","Phytophagous","7272"
"51165","Stephanitis","rhododendri","Horváth, 1905","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","tingidae","Phytophagous","17500"
"51166","Stephanitis","pyrioides","(Scott, 1874)","Heteroptera","","","Insecta","Arthropoda","Insecta","hemiptera","tingidae","Phytophagous","17500"
"51167","Stephanitis","oberti","""(Kolenati, 1857)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Tingidae","Phytophagous","17500"
"51168","Sipha","flava","Forbes 1884","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51169","Selenaspidus","albus","McKenzie, 1953","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","17500"
"51170","Saissetia","oleae","(Olivier, 1791)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","coccidae","Phytophagous","7272"
"51171","Rhizoecus","latus","(Hambleton, 1946)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","pseudococcidae","Phytophagous","17500"
"51173","Rhizoecus","dianthi","Green, 1926","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","pseudococcidae","Phytophagous","7272"
"51174","Aonidiella","aurantii","(Maskell, 1879)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51175","Pseudococcus","comstocki","(Kuwana 1902)","","","","Insecta","Arthropoda","Insecta","Hemiptera","Pseudococcidae","Phytophagous","7272"
"51176","Aonidiella","tinerfensis","(Lindinger, 1911)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","17500"
"51177","Pseudococcus","calceolariae","(Maskell, 1879)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","pseudococcidae","Phytophagous","7272"
"51178","Chrysomphalus","dictyospermi","(Morgan, 1889)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51179","Pseudaulacaspis","pentagona","(Targioni Tozzetti, 1886)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51180","Diaspidiotus","perniciosus","(Comstock, 1881)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51181","Pseudaonidia","paeoniae","(Cockerell, 1899)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","17500"
"51182","Lepidosaphes","beckii","(Newman, 1869)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51183","Protopulvinaria","pyriformis","(Cockerell, 1894)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","coccidae","Phytophagous","17500"
"51184","Icerya","purchasi","(Maskell, 1879)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","margarodidae","Phytophagous","7272"
"51185","Nezara","viridula","""(Linneaus, 1758)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Pentatomidae","Phytophagous","7272"
"51186","Pinnaspis","buxi","(Bouché, 1851)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51187","Pinnaspis","aspidistrae","(Signoret, 1869)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51188","Phenacoccus","solani","Ferris, 1918","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","pseudococcidae","Phytophagous","17500"
"51189","Ctenarytaina","eucalypti","(Maskell, 1890)","Psylloidea","","","Insecta","Arthropoda","Insecta","hemiptera","psyllidae","Phytophagous","7272"
"51190","Parlatoria","ziziphi","(Lucas, 1853)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51191","Ctenarytaina","spatulata","Taylor, 1967","Psylloidea","","","Insecta","Arthropoda","Insecta","hemiptera","psyllidae","Phytophagous","17500"
"51192","Parasaissetia","nigra","(Nietner, 1861)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","coccidae","Phytophagous","7272"
"51193","Cales","noacki","Howard, 1907",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","aphelinidae","Parasite","7272"
"51194","Anagyrus","pseudococci","""(Girault, 1915)""","","","","Insecta","Arthropoda","Insecta","Hymenoptera","Encyrtidae","Parasite","7272"
"51195","Avetianella","longoi","Siscaro, 1992",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","7272"
"51196","Leptomastix","dactylopii","Howard, 1885",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","7272"
"51197","Metcalfa","pruinosa","(Say, 1830)","Auchenorrhyncha","","","Insecta","Arthropoda","Insecta","hemiptera","flatidae","Phytophagous","7272"
"51198","Ooencyrtus","kuwanae","(Howard, 1910)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","17500"
"51199","Tetranecmoidea","peregrina","(Compere, 1939)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","encyrtidae","Parasite","17500"
"51200","Citrostichus","phyllocnistoides","(Narayanan, 1960)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","eulophidae","Parasite","17500"
"51202","Lepidosaphes","gloverii","(Packard, 1869)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51204","Hemiberlesia","rapax","(Comstock, 1881)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51205","Gymnaspis","aechmeae","Newstead, 1898","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","17500"
"51206","Anaphes","nitens","(Girault, 1928)",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","mymaridae","Parasite","7272"
"51207","Fiorinia","fioriniae","(Targioni Tozzetti, 1867)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51208","Megastigmus","spermotrophus","Wachtl, 1893",\N,"","","Insecta","Arthropoda","Insecta","hymenoptera","torymidae","Phytophagous","7272"
"51209","Eulepidosaphes","pyriformis","(Maskell, 1897)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51210","Eriococcus","araucariae","Maskell, 1879","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","eriococcidae","Phytophagous","17500"
"51211","Entaspidiotus","lounsburyi","(Marlatt, 1908)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","17500"
"51212","Asias","ephippium","""(Steven & Dalman, 1817)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Cerambycidae","Phytophagous","17500"
"51213","Diaspis","echinocacti","(Bouché, 1833)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51214","Diaspis","boisduvalii","Signoret 1869","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51215","Dialeurodes","citri","(Ashmead, 1885)","Aleyrodoidae","","","Insecta","Arthropoda","Insecta","hemiptera","aleyrodidae","Phytophagous","7272"
"51216","Deraeocoris","flavilinea","""(A. Costa, 1862)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Miridae","Parasite","17500"
"51217","Cacopsylla","fulguralis","(Kuwayama, 1908)","Psylloidea","","","Insecta","Arthropoda","Insecta","hemiptera","psyllidae","Phytophagous","17500"
"51218","Bemisia","afer","""(Priesner & Hosny, 1934)""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Phytophagous","7272"
"51219","Aspidiotus","nerii","(Bouché, 1833)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51220","Aspidiotus","destructor","Signoret 1869","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","diaspididae","Phytophagous","7272"
"51221","Aphis","forbesi","""Weed, 1889""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51222","Antonina","graminis","(Maskell, 1897)","Coccoidea","","","Insecta","Arthropoda","Insecta","hemiptera","pseudococcidae","Phytophagous","7272"
"51223","Trichopoda","pennipes","(Fabricius, 1781)",\N,"","","Insecta","Arthropoda","Insecta","diptera","tachinidae","Parasite","17500"
"51224","Stenodiplosis","sorghicola","(Coquillett, 1899)",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","7272"
"51225","Rhagoletis","completa","Cresson, 1929",\N,"","","Insecta","Arthropoda","Insecta","diptera","tephritidae","Phytophagous","17500"
"51226","Liriomyza","trifolii","(Burgess, 1880)",\N,"","","Insecta","Arthropoda","Insecta","diptera","agromyzidae","Phytophagous","7272"
"51227","Janetiella","siskiyou","Felt, 1917",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","7272"
"51228","Feltiella","acarisuga","(Vallot, 1827)",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Predator","7272"
"51229","Cinara","cedri","""Mimeur, 1936""","","","","Insecta","Arthropoda","Insecta","Hemiptera","Aphididae","Phytophagous","7272"
"51230","Dasineura","oxycoccana","(Smith, 1890)",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","17500"
"51231","Dasineura","gleditchiae","(Osten Sacken, 1866)",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","7272"
"51232","Culex","vishnui","(Theobald, 1901)",\N,"","","Insecta","Arthropoda","Insecta","diptera","culicidae","Parasite","17500"
"51233","Culex","tritaeniorhynchus","Giles, 1901",\N,"","","Insecta","Arthropoda","Insecta","diptera","culicidae","Parasite","7272"
"51234","Contarinia","pisi","""(Loew, 1850)""","","","","Insecta","Arthropoda","Insecta","Diptera","Cecidomyiidae","Phytophagous","7272"
"51235","Contarinia","citri","Barnes, 1944",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","7272"
"51236","Cerodontha","unisetiorbita","Zlobin, 1993",\N,"","","Insecta","Arthropoda","Insecta","diptera","agromyzidae","Phytophagous","17500"
"51237","Aedes","albopictus","(Skuse, 1894)",\N,"","","Insecta","Arthropoda","Insecta","diptera","culicidae","Parasite","7272"
"51239","Zabrotes","subfasciatus","(Bohemann, 1833)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51240","Xylotrechus","stebbingi","Gahan, 1906",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cerambycidae","Phytophagous","17500"
"51241","Xyleborus","affinis","Eichhoff 1868",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","17500"
"51242","Urophorus","humeralis","(Fabricius, 1798)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","nitidulidae","Detritovorous","7272"
"51243","Trogoderma","megatomoides","Reitter, 1881",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","17500"
"51244","Trogoderma","longisetosum","Chao & Lee, 1966",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","17500"
"51245","Trogoderma","inclusum","LeConte, 1854",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","17500"
"51246","Trogoderma","granarium","Everts, 1898",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","7272"
"51247","Tribolium","destructor","Uyttenboogaart, 1933",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","tenebrionidae","Detritovorous","17500"
"51248","Demetrias","atricapillus","""(Linnaeus, 1758)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Carabidae","Parasite","17500"
"51249","Tribolium","confusum","Jacquelin du Val, 1868",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","tenebrionidae","Detritovorous","17500"
"51250","Harpalus","distinguendus","""(Duftschmid, 1812)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Carabidae","Phytophagous","17500"
"51251","Leistus","nubivagus","Wollaston, 1864",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","carabidae","Parasite","17500"
"51252","Notaphus","varius","""(Olivier, 1795)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Carabidae","Parasite","17500"
"51253","Sitophilus","oryzae","(Linnaeus 1763)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dryophthoridae","Phytophagous","7272"
"51254","Sitophilus","linearis","(Herbst 1797)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dryophthoridae","Phytophagous","7272"
"51255","Tachyta","nana","""(Gyllenhal, 1810)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Carabidae","Parasite","17500"
"51256","Rhyzobius","forestieri","(Mulsant, 1853)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","coccinellidae","Parasite","7272"
"51257","Rhopalapion","longirostre","(Olivier 1807)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","apionidae","Phytophagous","7272"
"51258","Pycnomerus","inexpectus","(Jaquelin Du Val, 1859)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","zopheridae","Other","17500"
"51259","Plochionus","pallens","(Fabricius, 1775)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","carabidae","Parasite","17500"
"51260","Philonthus","spinipes","Sharp, 1874",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Parasite","17500"
"51261","Philonthus","rectangulus","Sharp, 1874",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Parasite","17500"
"51262","Otiorhynchus","salicicola","""Heyden, 1908""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Curculionidae","Phytophagous","17500"
"51263","Omonadus","floralis","(Linnaeus 1758)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","anthicidae","Detritovorous","17500"
"51264","Nephus","reunioni","Fürsch, 1974",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","coccinellidae","Parasite","7272"
"51265","Neoclytus","acuminatus","(Fabricius, 1775)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cerambycidae","Phytophagous","17500"
"51266","Murmidius","ovalis","(Beck 1817)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cerylonidae","Detritovorous","17500"
"51267","Monochamus","sartor","""(Fabricius, 1787)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Cerambycidae","Phytophagous","17500"
"51268","Lophocateres","pusillus","(Klug, 1832)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","trogossitidae","Detritovorous","17500"
"51269","Lithocharis","nigriceps","(Kraatz, 1859)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Parasite","17500"
"51270","Lissorhoptrus","oryzophilus","Kuschel 1952",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","erirhinidae","Phytophagous","17500"
"51271","Latheticus","oryzae","Waterhouse, 1880",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","tenebrionidae","Detritovorous","7272"
"51272","Hippodamia","convergens","Guerin-Meneville, 1842",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","coccinellidae","Parasite","17500"
"51274","Prodiplosis","vaccinii","(Felt, 1926)",\N,"","","Insecta","Arthropoda","Insecta","diptera","cecidomyiidae","Phytophagous","17500"
"51275","Hypocerides","nearcticus","(Borgmeier, 1966)",\N,"","","Insecta","Arthropoda","Insecta","diptera","phoridae","Detritovorous","7272"
"51276","Epuraea","ocularis","Fairmaire, 1849",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","nitidulidae","Detritovorous","7272"
"51277","Epitrix","hirtipennis","(Melsheimer, 1847)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","7272"
"51278","Dinoderus","minutus","(Fabricius, 1775)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","bostrichidae","Phytophagous","17500"
"51279","Diestota","guadalupensis","Pace, 1987",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","staphylinidae","Other","17500"
"51280","Diabrotica","virgifera","virgifera LeConte, 1868",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","chrysomelidae","Phytophagous","17500"
"51281","Dermestes","maculatus","De Geer, 1774",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","7272"
"51282","Dermestes","ater","De Geer 1774",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","dermestidae","Detritovorous","17500"
"51283","Demyrsus","meleoides","Pascoe 1872",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","curculionidae","Phytophagous","7272"
"51284","Delphastus","catalinae","""(Horn, 1895)""","","","","Insecta","Arthropoda","Insecta","Coleoptera","Coccinellidae","Parasite","17500"
"51285","Liposcelis","brunnea","Motschulsky, 1852",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","liposcelididae","Detritovorous","17500"
"51286","Cryptopleurum","subtile","Sharp, 1884",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","hydrophilidae","Parasite","7272"
"51287","Liposcelis","corrodens","(Heymons, 1909)",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","liposcelididae","Detritovorous","17500"
"51288","Cryptophagus","fallax","Balfour-Browne, 1953",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cryptophagidae","Detritovorous","17500"
"51289","Liposcelis","pearmani","Lienhard, 1990",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","liposcelididae","Detritovorous","17500"
"51290","Cryptophagus","affinis","Sturm 1845",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cryptophagidae","Detritovorous","17500"
"51291","Dorypteryx","domestica","(Smithers, 1958)",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","psyllipsocidae","Detritovorous","17500"
"51292","Cryptophagus","acutangulus","Gyllenhall, 1828",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","cryptophagidae","Detritovorous","17500"
"51293","Dorypteryx","pallida","Aaron,1883",\N,"","","Insecta","Arthropoda","Insecta","psocoptera","psyllipsocidae","Detritovorous","17500"
"51294","Cryptolestes","turcicus","(Grouvelle, 1876)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","laemophloeidae","Detritovorous","17500"
"51295","Psyllipsocus","ramburi","""Sélys-Longschamps, 1872""","","","","Insecta","Arthropoda","Insecta","Psocoptera","Psyllipsocidae","Detritovorous","17500"
"51296","Cryptolestes","spartii","(Curtis, 1834)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","laemophloeidae","Detritovorous","17500"
"51297","Cryptolestes","pusillus","(Schönherr, 1817)",\N,"","","Insecta","Arthropoda","Insecta","coleoptera","laemophloeidae","Detritovorous","17500"
