language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11712,Medicago soleirolii Duby,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Medicago,soleirolii,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11713,Medicago tornata (L.) Mill.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Medicago,tornata,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11716,Medicago truncatula Gaertn.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Medicago,truncatula,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11723,Medicago turbinata (L.) All.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Medicago,turbinata,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11729,Melilotus albus Medik.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,albus,,species,"Davis PH et al (eds) (1967) Flora of Turkey and the East Aegean Islands, vol 2. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11739,Melilotus altissimus,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,altissimus,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11749,Melilotus dentatus (Waldst. & Kit.) Desf.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,dentatus,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11751,Melilotus indicus (L.) All.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,indicus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11762,Melilotus infestus Guss.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,infestus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11765,Melilotus italicus (L.) Lam.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,italicus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11769,Melilotus messanensis (L.) All.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,messanensis,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11772,Melilotus neapolitanus Ten. ex Guss.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,neapolitanus,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11775,Melilotus officinalis (L.) Pall.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,officinalis,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11785,Melilotus segetalis (Brot.) Ser.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,segetalis,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11786,Melilotus sulcatus Desf.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,sulcatus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11791,Melilotus wolgicus Poir.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Melilotus,wolgicus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11800,Onobrychis aequidentata (Sibth. & Sm.) d`Urv.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Onobrychis,aequidentata,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11803,Onobrychis caput-galli (L.) Lam.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Onobrychis,caput-galli,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11804,Onobrychis crista-galli Lam.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Onobrychis,crista-galli,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11805,Onobrychis tournefortii (Willd.) Desv.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Onobrychis,tournefortii,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11807,Onobrychis viciifolia,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Onobrychis,viciifolia,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11819,Ononis alopecuroides L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,alopecuroides,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11822,Ononis alopecuroides L. exalopecuroides (G. LÃƒÂ³pez) Greuter & Burdet,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,alopecuroides,exalopecuroides,infraspecificname,"Davis PH et al (eds) (1967) Flora of Turkey and the East Aegean Islands, vol 2. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11824,Ononis diffusa Ten.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,diffusa,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11826,Ononis mitissima L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,mitissima,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11828,Ononis natrix L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,natrix,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11831,Ononis natrix L. natrix L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,natrix,natrix,infraspecificname,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11833,Ononis repens L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,repens,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11836,Ononis nosa L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,spinosa,,genus,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11839,Ononis nosa L. hircina (Jacq.) Gams,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,spinosa,hircina,subspecies,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11843,Ononis nosa L. nosa L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,spinosa,spinosa,subspecies,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11844,Ononis subcata Lag.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ononis,subspicata,,genus,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11847,Ornithopus compressus L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ornithopus,compressus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11850,Ornithopus perpusillus,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ornithopus,perpusillus,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11853,Ornithopus sativus,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Ornithopus,sativus,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11861,Oxytropis pilosa (L.) DC,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Oxytropis,pilosa,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11863,Phaseolus coccineus L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Phaseolus,coccineus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11870,Phaseolus lunatus L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Phaseolus,lunatus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11883,Phaseolus vulgaris,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Phaseolus,vulgaris,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11892,Pisum sativum,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Pisum,sativum,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11895,Pisum sativum L. sativum L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Pisum,sativum,sativum,infraspecificname,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11913,Psoralea bituminosa L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Psoralea,bituminosa,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11915,Psoralea pinnata L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Psoralea,pinnata,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11916,Pueraria lobata,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Pueraria,lobata,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11924,Retama monorma (L.) Boiss.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Retama,monosperma,,genus,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11926,Retama aerocarpa (L.) Boiss.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Retama,sphaerocarpa,,genus,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11928,Rhynchosia caribaea (Jacq.) DC.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Rhynchosia,caribaea,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11934,Robinia x ambigua Poir.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Robinia,x ambigua,,species,"Davis PH et al (eds) (1972) Flora of Turkey and the East Aegean Islands, vol 4. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11936,Robinia hida L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Robinia,hispida,,genus,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11940,Robinia neomexicana Gray,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Robinia,neomexicana,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11942,Robinia pseudoacacia,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,species,Navajas M et al. (2010) Mites and ticks (Acari). Chapter 7.4. In: Roques A et al. (Eds) Arthropod invasions in Europe. BioRisk 4(1): 149–192.
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11953,Robinia viscosa Vent.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Robinia,viscosa,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11956,Scorpiurus muricatus L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Scorpiurus,muricatus,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11967,Securigera securidaca (L.) Degen & Dörfler,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Securigera,securidaca,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11975,Securigera varia (L.) Lassen,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Securigera,varia,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11979,Sesbania cannabina (Retz.) Pers.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Sesbania,cannabina,,species,"Davis PH et al (eds) (1965) Flora of Turkey and the East Aegean Islands, vol 1. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11982,Sesbania herbacea (Mill.) McVaugh,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Sesbania,herbacea,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11988,Sesbania punicea (Cav.) Benth.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Sesbania,punicea,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11994,Sesbania sesban (L.) Merr.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Sesbania,sesban,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,11997,Sophora jaubertii Spach,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Sophora,jaubertii,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12005,Spartium junceum L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Spartium,junceum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12009,Styphnolobium japonicum (L.) Schott,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Styphnolobium,japonicum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12013,Tetragonolobus biflorus (Desr.) Ser.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Tetragonolobus,biflorus,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12015,Tetragonolobus purpureus Moench,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Tetragonolobus,purpureus,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12017,Thermopsis montana Nutt.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Thermopsis,montana,,species,"Davis PH et al (eds) (1965) Flora of Turkey and the East Aegean Islands, vol 1. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12020,Tipuana tipu (Benth.) Kuntze,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Tipuana,tipu,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12026,Trifolium alexandrinum L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,alexandrinum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12030,Trifolium angulatum Waldst. & Kit.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,angulatum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12034,Trifolium angustifolium L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,angustifolium,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12037,Trifolium apertum Bobrov,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,apertum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12039,Trifolium argutum Banks & Sol.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,argutum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12042,Trifolium arvense L.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,arvense,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12044,Trifolium aureum Pollich,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,aureum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12048,Trifolium campestre Schreb.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,campestre,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12050,Trifolium cernuum Brot.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,cernuum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12052,Trifolium constantinopolitanum Ser.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,constantinopolitanum,,species,"Davis PH et al (eds) (1967) Flora of Turkey and the East Aegean Islands, vol 2. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,12055,Trifolium diffusum Ehrh.,Plantae,Magnoliophyta,Rosopsida,Fabales,Fabaceae,Trifolium,diffusum,,species,"Davis PH et al (eds) (1970) Flora of Turkey and the East Aegean Islands, vol 3. University Press, Edinburgh"
