language,license,rightsHolder,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,264,Equisetum variegatum Schleich.,Plantae,Equisetophyta,Equisetopsida,Equisetales,Equisetaceae,Equisetum,variegatum,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,273,Cycas circinalis L.,Plantae,Cycadophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,circinalis,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,274,Cycas revoluta Thunb.,Plantae,Cycadophyta,Cycadopsida,Cycadales,Cycadaceae,Cycas,revoluta,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,275,Encephalartos lehmannii Lehm.,Plantae,Cycadophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos,lehmannii,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,276,Encephalartos transvenosus Stapf & Burtt Davy,Plantae,Cycadophyta,Cycadopsida,Cycadales,Zamiaceae,Encephalartos,transvenosus,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,277,Ginkgo biloba L.,Plantae,Ginkgoophyta,Gingkopsida,Gingkoales,Ginkgoaceae,Ginkgo,biloba,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,278,Metasequoia glyptostroboides Hu & W.C. Cheng,Plantae,Pinophyta,Pinopsida,Pinales,Taxodiaceae,Metasequoia,glyptostroboides,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,279,Sciadopitys verticillata (Thunb.) Siebold & Zucc.,Plantae,Pinophyta,Pinopsida,Pinales,Taxodiaceae,Sciadopitys,verticillata,,species,"Davis PH et al (eds) (1965) Flora of Turkey and the East Aegean Islands, vol 1. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,280,Sequoiadendron giganteum (Lindl.) J.Buchholz,Plantae,Pinophyta,Pinopsida,Pinales,Taxodiaceae,Sequoiadendron,giganteum,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,292,Taxodium distichum (L.) L.C.M. Rich.,Plantae,Pinophyta,Pinopsida,Pinales,Taxodiaceae,Taxodium,distichum,,species,"Tutin TG et al (eds) (1972) Flora Europaea, vol 3. Cambridge University Press, Cambridge, UK"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,294,Agathis brownii (Lem.) L.H. Bailey,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Agathis,brownii,,species,"Davis PH et al (eds) (1965) Flora of Turkey and the East Aegean Islands, vol 1. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,295,Araucaria araucana (Molina) K. Koch,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,araucana,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,304,Araucaria bidwillii Hook.,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,bidwillii,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,305,Araucaria heterophylla (Salisb.) Franco,Plantae,Pinophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,heterophylla,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,306,Cephalotaxus fortunei Hook.,Plantae,Pinophyta,Pinopsida,Pinales,Cephalotaxaceae,Cephalotaxus,fortunei,,species,"Davis PH et al (eds) (1965) Flora of Turkey and the East Aegean Islands, vol 1. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,307,x Cuprocyparis leylandii (A.B. Jacks. & Dallim.) Farjon & Hiep,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,x Cuprocyparis,leylandii,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,315,Calocedrus decurrens (Torr.) Florin,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Calocedrus,decurrens,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,316,Chamaecyparis lawsoniana (A. Murray) Parl.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,lawsoniana,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,327,Chamaecyparis nootkatensis (D.Don) Spach,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,nootkatensis,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,331,Chamaecyparis pisifera (Siebold & Zucc.) Endl.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,pisifera,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,334,"Chamaecyparis thyoides (L.) Britton, Sterns & Poggenb.",Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Chamaecyparis,thyoides,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,335,Cryptomeria japonica (L.f.) D. Don,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cryptomeria,japonica,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,340,Cupressus arizonica Greene,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,arizonica,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,341,Cupressus goveniana Gordon,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,goveniana,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,342,Cupressus lusitanica Mill.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,lusitanica,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,348,Cupressus macrocarpa Hartw.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,macrocarpa,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,352,Cupressus sempervirens L.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Cupressus,sempervirens,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,364,Juniperus chinensis L.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,chinensis,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,366,Juniperus sabina L.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,sabina,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,367,Juniperus virginiana L.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,virginiana,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,368,Platycladus orientalis (L.) Franco,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Platycladus,orientalis,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,378,Tetraclinis articulata (Vahl) Mast.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Tetraclinis,articulata,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,380,Thuja occidentalis L.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Thuja,occidentalis,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,383,Thuja plicata D.Don ex Lamb.,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Thuja,plicata,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,394,Abies x insignis Carrière ex Bailly,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,x insignis,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,397,Abies alba Mill.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,alba,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,403,Abies balsamea (L.) Mill.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,balsamea,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,406,Abies balsamea (L.) Mill. phanerolepis Fern.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,balsamea,phanerolepis,infraspecificname,"Davis PH et al (eds) (1972) Flora of Turkey and the East Aegean Islands, vol 4. University Press, Edinburgh"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,408,Abies cephalonica J.W. Loudon,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,cephalonica,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,409,Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,concolor,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,411,Abies fraseri (Pursh) Poir.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,fraseri,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,414,Abies grandis (Douglas ex D. Don) Lindl.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,grandis,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,421,Abies lasiocarpa (Hook.) Nutt.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,lasiocarpa,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,423,Abies nordmanniana (Steven) Spach,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,nordmanniana,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,428,Abies pinsapo Boiss.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,pinsapo,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,430,Abies procera Rehder,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,procera,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,434,Abies sibirica Ledeb.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,sibirica,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,435,Abies veitchii Lindl.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Abies,veitchii,,species,"Greuter W, Burdet HM, Long G (eds) (1984) Med - Checklist, vol 1. Conservatoire et Jardin botaniques de la Ville de Genève, Genève"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,436,Cedrus atlantica (Manetti ex Endl.) Carrière,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Cedrus,atlantica,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,446,Cedrus deodara (Roxb. ex D .Don) G. Don,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Cedrus,deodara,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
en,http://creativecommons.org/licenses/by/4.0/,CEH,"",CEH,DAISIE - Inventory of alien invasive species in Europe,461,Cedrus libani A. Rich.,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Cedrus,libani,,species,"Hanelt P (ed) (2001) Mansfeld's encyclopedia of agricultural and horticultural crops, vol 1. Springer, Berlin, Heidelberg, New York"
